,id,idade_empresa_anos,vl_total_veiculos_pesados_grupo,vl_total_veiculos_leves_grupo,nu_meses_rescencia,empsetorcensitariofaixarendapopulacao,qt_socios,idade_media_socios,qt_socios_feminino,vl_faturamento_estimado_aux,vl_faturamento_estimado_grupo_aux,qt_filiais,fl_matriz,fl_me,fl_sa,fl_mei,fl_ltda,fl_st_especial,fl_email,fl_telefone,fl_rm,fl_optante_simples,fl_passivel_iss,de_natureza_juridica,sg_uf,natureza_juridica_macro,de_ramo,setor,idade_emp_cat,dt_situacao,nm_divisao,nm_segmento,sg_uf_matriz,de_saude_tributaria,de_saude_rescencia,de_nivel_atividade,nm_meso_regiao,nm_micro_regiao,de_faixa_faturamento_estimado,de_faixa_faturamento_estimado_grupo
10,d37003c6e5d299c3fcd45f36ec6c26d39770f1d52edc415583f283c05bdd3f26,-0.6440032342825389,-0.049577090273494905,-0.04044184522919418,-0.21833151469324613,-0.3834853323562125,0.17737387637513222,-1.8711603905881045,0.0,-0.024966615639725378,-0.048795076900623575,-0.061321969709905076,1,0,0,0,0,0,0,1,0,1,0,60,5,2,2,3,0,5981,56,13,20,4,0,0,19,73,1,1
11,ca01d4352d5e77b8083bf9726ffdac787edff95983a2b515e9f8ad4d2bb1b1ca,-0.5374418344502504,-0.049577090273494905,-0.04044184522919418,-0.3271031586501229,-1.0775663442168817,-0.17478648304241043,-1.2711856364537912,0.0,-0.025017042822033365,-0.04879529662187365,-0.061321969709905076,1,0,0,1,0,0,0,1,0,1,0,17,2,5,5,1,0,5619,30,9,9,4,0,2,3,55,1,1
12,43ab1321903c5c982e7236a4d6a07dad71b3146cdfdd96eae2af74fb67105f3d,-0.28727897602043934,-0.049577090273494905,-0.04044184522919418,-0.10955987073636936,-0.43625639443765024,-0.17478648304241043,-0.2712277128966023,-0.2276208744208894,-0.025017042822033365,-0.04879529662187365,-0.061321969709905076,1,0,0,1,0,0,1,0,0,1,1,17,2,5,5,1,3,4749,30,9,9,4,0,2,16,54,1,1
13,fa2a153f8449584ae3f0e8252a56fa4309509506c921c3e1a4236b3f28cdd04a,1.1048573864944309,-0.049577090273494905,-0.04044184522919418,0.10798341717738418,3.078717347283855,2.3458592363137586e-16,0.010405636475246718,0.0,-0.019694912763142666,-0.048772107044029046,-0.061321969709905076,1,0,0,0,0,0,0,0,1,0,0,17,2,5,2,3,5,2901,51,13,9,3,0,2,8,0,10,10
14,e07a41f29767241650ff6953e236e8647c496b4e6a243fba513bea56698bc71c,1.4598721035827507,-0.049577090273494905,-0.04044184522919418,-0.4358748026069997,3.2065829172330996e-14,0.17737387637513222,1.7286881342177756,1.8973632128908056,-0.019694912763142666,-0.048772107044029046,-0.061321969709905076,1,0,0,0,0,0,0,0,1,0,0,60,3,2,5,1,5,2901,30,9,16,3,0,1,4,69,10,10
15,48a35ddd6e719389772bad36c40baac6c825b9889efdc5d59b5628692cc89a96,-1.0098450454714651,-0.049577090273494905,-0.04044184522919418,3.864345073512139e-16,3.2065829172330996e-14,-0.17478648304241043,-2.27114356001098,0.0,2.323415563539616e-17,-9.589057940064453e-16,-0.061321969709905076,1,0,0,1,0,0,1,1,0,1,0,17,5,5,5,1,4,7254,30,9,20,6,5,4,19,73,12,11
16,6acb7ad626bce2a3573df9be04af2b405c84dc630b9087030031e40e9fbb08a4,2.4693561666998587,-0.049577090273494905,-0.03795051904754965,-0.21833151469324613,-0.3529571329520561,-0.17478648304241043,0.010405636475246718,0.0,0.01033339656992808,-0.0486412677354973,-0.061321969709905076,1,0,0,0,0,0,1,1,0,1,0,13,5,5,5,1,5,2901,30,9,20,4,0,0,19,73,7,7
17,7916d9657ba20f9da81d02b21c76cc1b9fc001050a5c522a874f65e12f94cc19,0.7561109870433051,-0.049577090273494905,-0.04044184522919418,-0.21833151469324613,3.2065829172330996e-14,2.3458592363137586e-16,0.010405636475246718,0.0,-0.019694912763142666,-0.048772107044029046,-0.061321969709905076,1,0,0,0,0,0,0,0,0,0,0,17,2,5,5,1,2,2624,30,9,9,1,0,2,3,55,10,10
18,5b99af37fce3644d9aaff1bd8a00e5b3d66f0dcd52b687dcc0f47aab325964b0,-0.19012005264394088,-0.049577090273494905,-0.04044184522919418,-0.10955987073636936,0.36554436450534816,-0.17478648304241043,-0.8712024670309156,0.0,-0.025017042822033365,-0.04879529662187365,-0.061321969709905076,1,0,0,1,0,0,0,1,0,1,0,17,4,5,5,1,3,4412,30,9,19,0,0,2,11,47,1,1
19,013ce96aef919fb847b8f0cfc882a1ebad64e291e78ff61a1988ac3d30c0fe39,1.033341580724634,-0.049577090273494905,-0.04044184522919418,-0.3271031586501229,-0.631049949399294,-0.17478648304241043,0.8287260030163055,0.0,0.016502330742488875,-0.04861438846392184,-0.061321969709905076,1,0,0,0,0,0,0,1,1,1,0,17,1,5,5,1,2,2901,30,9,2,1,0,0,2,43,7,7
20,92ae6033b7b0586433228a2ae7efca4fb7d671d974a01710d270abae2e365f17,-0.9480166396864207,-0.049577090273494905,-0.04044184522919418,-1.9586778180032745,3.2065829172330996e-14,-0.17478648304241043,-1.471177221165229,0.0,-0.019694912763142666,-0.048772107044029046,-0.061321969709905076,1,0,0,1,0,0,1,1,0,1,0,17,2,5,5,1,4,7040,30,9,9,2,1,1,8,35,10,10
21,fc6969bffd9f104e3a148ad7df64b338ca885dd6a5aa5153b4754bd55746d638,-0.4807420521865461,-0.049577090273494905,-0.04044184522919418,-0.21833151469324613,0.19744224475644181,-0.17478648304241043,-1.1711898440980724,0.0,-0.025017042822033365,-0.04879529662187365,-0.061321969709905076,1,0,0,1,0,0,0,1,0,1,0,17,3,5,5,1,3,5423,30,9,16,4,0,2,14,21,1,1
22,17bd634cc590c6c679021bc42589830a90a3d226ceee226b5ab414d5aa8210bd,-0.9856265455095815,-0.049577090273494905,-0.04044184522919418,3.864345073512139e-16,-0.616729486295646,-0.17478648304241043,0.22875124888199216,-0.2276208744208894,2.323415563539616e-17,-9.589057940064453e-16,-0.061321969709905076,1,0,0,1,0,0,1,1,1,1,1,17,3,5,5,1,4,7169,30,9,16,2,4,1,4,69,12,11
23,94fed6590e85e554f490474fe2bcc1c1c2d76f97e1292070a225ab95e118e83d,1.3692664213724093,-0.049577090273494905,-0.04044184522919418,0.3255267050911377,-0.2562395664294448,2.3458592363137586e-16,0.010405636475246718,0.0,-0.02051127429287591,-0.048775664093374624,-0.061321969709905076,1,0,0,0,0,0,0,0,0,0,0,17,2,5,5,1,5,2901,30,9,9,1,0,2,3,55,10,10
24,86eedaf368b0bd272cc9f80c6693b58f16b4a484f9c923e9e8b0fa54d887817e,-0.8699475927504662,-0.049577090273494905,-0.04044184522919418,-1.632362886132644,-0.41830655980157855,-0.17478648304241043,0.9287217953720244,-0.2276208744208894,-0.019694912763142666,-0.048772107044029046,-0.061321969709905076,1,0,0,1,0,0,1,1,1,1,0,17,4,5,5,1,0,6768,30,9,19,2,1,2,6,48,10,10
25,cdbe1d8ae7a9c080dc025b1b33ad91f097858def5c889d3bf562a1fb59060005,0.3093508936287907,-0.049577090273494905,-0.04044184522919418,-0.3271031586501229,0.29469903219244165,2.3458592363137586e-16,0.010405636475246718,0.0,-0.019694912763142666,-0.048772107044029046,-0.061321969709905076,1,0,0,0,0,0,1,0,0,1,0,17,2,5,5,1,1,2922,30,9,9,0,0,1,16,28,10,10
26,1a0b6e6ba9f28cb1137378e2d4805662048e78c333a2abf87f73e9a0776dddeb,-0.5628000285279874,-0.049577090273494905,-0.04044184522919418,2.93604616005618,1.1298692699678365,-0.17478648304241043,1.0287175877277432,0.0,-0.025017042822033365,-0.04879529662187365,-0.061321969709905076,1,0,0,1,0,0,0,1,1,1,0,17,1,5,5,1,0,5706,30,9,2,4,0,0,2,43,1,1
27,d4d6fe6beaf3011c6771ecb4dd98a4135184b7304736f4f2cb05e90a7ba6dfc7,1.5627294975385169,-0.049577090273494905,-0.04044184522919418,-0.21833151469324613,3.2065829172330996e-14,2.3458592363137586e-16,0.010405636475246718,0.0,-0.019694912763142666,-0.048772107044029046,-0.061321969709905076,1,0,0,0,0,0,0,0,0,0,0,60,5,2,5,1,5,4039,30,9,20,3,0,1,19,73,10,10
28,1e929082659e29d649d0f784b1ef6f6352d5984beb33fce91f60f62b967cd4dd,3.907080293848863,-0.049577090273494905,-0.04044184522919418,-0.3271031586501229,-0.7676698635126641,-0.17478648304241043,2.7286460577749643,0.0,-0.019694912763142666,-0.048772107044029046,-0.061321969709905076,1,0,0,0,0,0,0,0,1,1,0,17,1,5,5,1,5,1520,30,9,2,3,0,2,2,31,10,10
29,9802de4ba08fec9c7c4a1efa61866071c10cb63df0a2ea9be8d935c64544240a,1.1128352453054051,-0.049577090273494905,-0.04044184522919418,-0.3271031586501229,3.2065829172330996e-14,-0.17478648304241043,0.010405636475246718,0.0,-0.02051127429287591,-0.048775664093374624,-0.061321969709905076,1,0,0,0,0,0,1,1,1,1,0,17,3,5,5,1,5,3594,30,9,16,1,0,2,4,69,10,10
30,0a05ef343496299e9f8c54cd951796c3f5a13dee93aa078c6d0cb9342960480f,-0.7582575693968375,-0.049577090273494905,-0.04044184522919418,0.21675506113426093,3.2065829172330996e-14,-0.17478648304241043,-1.9711561829438233,0.0,-0.025017042822033365,-0.04879529662187365,-0.061321969709905076,1,0,0,1,0,0,0,1,0,1,0,17,4,5,5,1,0,6381,30,9,19,4,0,0,1,64,1,1
31,5ee721ecd886602f91ac30987582247982b4f437cae06f20e9196b8fc79fbf5a,-0.31206732304024964,-0.049577090273494905,-0.04044184522919418,0.10798341717738418,-0.9409982782682605,-0.17478648304241043,-0.47121929760804004,-0.2276208744208894,-0.025017042822033365,-0.04879529662187365,-0.061321969709905076,1,0,0,1,0,0,0,1,0,1,0,17,4,5,5,1,3,4836,30,9,19,4,0,0,6,36,1,1
32,26bdeb6de15f66ce158b7ddd473860352b48e7693be2edf4ee8ab4abdce615e9,3.4566161945578266,-0.049577090273494905,-0.03795051904754965,-0.3271031586501229,0.5306185514329186,0.17737387637513222,2.328662888352089,-0.2276208744208894,0.043505381686184376,-0.04741370041643472,-0.050652471212060464,0,0,0,0,0,0,0,0,1,0,0,60,2,2,2,3,5,2901,56,13,5,4,0,0,8,0,2,8
33,b9ae0d174f9350b72b99f3e87e86c9c5824605606e38733f350e0f46b91fe760,0.01958366467307614,-0.049577090273494905,-0.04044184522919418,-0.3271031586501229,-0.6729640057823105,2.3458592363137586e-16,0.010405636475246718,0.0,-0.019694912763142666,-0.048772107044029046,-0.061321969709905076,1,0,0,0,0,0,0,1,0,1,0,17,2,5,5,1,1,3780,30,9,9,4,0,2,3,44,10,10
34,d0f329d962ab584908e1f88d29a784f4efb87eba4349c2910645a1041e8d0380,-0.964257280837331,-0.049577090273494905,-0.04044184522919418,3.864345073512139e-16,-0.5242842085483447,-0.17478648304241043,-1.5711730135209478,-0.2276208744208894,-0.019694912763142666,-0.048772107044029046,-0.061321969709905076,1,0,0,1,0,0,1,1,0,1,0,17,5,5,5,1,4,7097,30,9,20,2,4,1,19,73,10,10
35,4c43f4afaf4b1d5b08f83ecbac8128b8113a9c526afe61028a8108dbaa615211,-0.7138094988785567,-0.049577090273494905,-0.04044184522919418,0.21675506113426093,3.2065829172330996e-14,-0.17478648304241043,-1.7711645982323856,0.0,-0.025017042822033365,-0.04879529662187365,-0.061321969709905076,1,0,0,1,0,0,1,1,0,1,0,17,5,5,5,1,0,6225,30,9,20,4,0,2,19,73,1,1
36,e5aeb8197c61261b80d66f1da4e3760e240a1f5557208afbde7feb16ffc6440a,1.4333742153891607,-0.03577424016618158,-0.03795051904754965,-0.3271031586501229,3.2065829172330996e-14,-0.17478648304241043,1.7286881342177756,0.0,0.009305240874501278,-0.04864574761409322,-0.061321969709905076,1,0,0,0,0,0,0,0,1,1,0,17,3,5,2,3,5,2901,51,13,16,4,0,0,4,69,7,7
37,d4cb950ffc7f6de0a38403a590bff553a03185b1ec9dac998e7b8f3e6e29d647,0.665790228361927,-0.049577090273494905,-0.04044184522919418,2.3921879402717963,-0.5259640890862093,0.17737387637513222,0.7287302106605866,-0.2276208744208894,-0.019694912763142666,-0.048772107044029046,-0.061321969709905076,1,0,0,0,0,0,1,0,1,0,0,60,4,2,2,3,2,2901,49,13,19,5,0,0,6,48,10,10
38,970bd8cf79092651d11054505b5801b198e4b32c065873874631b388525663f3,0.29254040541995396,-0.049577090273494905,-0.04044184522919418,-0.3271031586501229,3.2065829172330996e-14,2.3458592363137586e-16,0.010405636475246718,0.0,-0.019694912763142666,-0.048772107044029046,-0.061321969709905076,1,0,0,0,0,0,0,1,0,1,0,17,1,5,5,1,1,2974,30,9,2,0,0,2,2,23,10,10
39,4e015f4b6f401dcb9e258517c44438e3327e6c64d8c59344f2c72531ab1665b9,-0.20094714674454778,-0.049577090273494905,-0.04044184522919418,-0.000788226779492595,-0.923660251976226,-0.17478648304241043,-1.37118142880951,-0.2276208744208894,-0.025017042822033365,-0.04879529662187365,-0.061321969709905076,1,0,0,1,0,0,1,0,0,1,0,17,3,5,5,1,3,4449,30,9,16,4,0,2,4,16,1,1
40,3149cee2c71cee081f981fdf2c380c25196d4573fda4356cc25c1ec30057ecd8,-0.4724792698466092,-0.049577090273494905,-0.04044184522919418,-0.21833151469324613,-0.6053539989497357,-0.17478648304241043,-0.8712024670309156,-0.2276208744208894,-0.025017042822033365,-0.04879529662187365,-0.061321969709905076,1,0,0,1,0,0,1,1,0,1,1,17,5,5,2,3,3,5394,51,13,20,4,0,2,19,73,1,1
41,ebc94004353350b0c584663d0c669251e5fb1098b75386efa878d0607097a3f9,-0.5650794167596941,-0.049577090273494905,-0.04044184522919418,2.7185028721424267,-0.6178597762871721,0.17737387637513222,-0.9212003632087751,-0.2276208744208894,-0.018454962902022313,-0.048766704336182805,-0.061321969709905076,1,0,0,0,0,0,1,1,0,1,0,60,2,2,5,1,0,5714,30,9,9,1,0,0,10,52,10,10
42,f8508866dc7f78b0304ad63393372107a1cfb7fc458da5e18770e4125a6909f0,0.9205118632551517,-0.049577090273494905,-0.04044184522919418,-0.21833151469324613,3.2065829172330996e-14,0.17737387637513222,-0.7712066746751968,-0.2276208744208894,-0.019694912763142666,-0.048772107044029046,-0.061321969709905076,1,0,0,0,0,0,0,1,1,0,1,60,2,2,5,1,2,2901,30,9,9,0,0,2,8,0,10,10
43,2a0a6aabfe7b142216318234bbfdef94db20250fe952227bedc3b495331e0397,0.6458455813344932,-0.049577090273494905,-0.04044184522919418,-0.3271031586501229,-0.8756799603175874,-0.17478648304241043,0.010405636475246718,0.0,0.01033339656992808,-0.0486412677354973,-0.061321969709905076,1,0,1,0,0,0,0,0,0,1,0,17,3,5,5,1,2,2901,30,9,16,1,0,2,4,46,7,7
44,9e3e4ebed442ded90bd38a5e75a7cc24acc849412a585e5dfa945a691da8aaf9,0.8393086575006007,-0.049577090273494905,-0.04044184522919418,-0.21833151469324613,0.5239716167121086,-0.17478648304241043,2.7286460577749643,0.0,0.022671264915049675,-0.04858750919234637,-0.061321969709905076,1,0,0,0,0,0,1,0,0,0,0,13,5,5,5,1,2,2901,30,9,20,1,0,0,19,73,7,7
45,eb894876806a6fa11b677e686d75a11421876d8597fd06d96f9db41018e30ad8,1.8898217087884284,-0.049577090273494905,-0.04044184522919418,-0.21833151469324613,0.62353046266296,2.3458592363137586e-16,0.010405636475246718,0.0,-0.019694912763142666,-0.048772107044029046,-0.061321969709905076,1,0,0,0,0,0,0,0,0,0,0,59,4,2,5,1,5,2901,30,9,19,1,0,0,11,47,10,10
46,ac1232d6908cb853de36cf3c309a21b9bf866186ebfcd371e8d026b8ae8b5242,-1.0092751984135384,-0.049577090273494905,-0.04044184522919418,3.864345073512139e-16,3.2065829172330996e-14,-0.17478648304241043,0.7287302106605866,-0.2276208744208894,2.323415563539616e-17,-9.589057940064453e-16,-0.061321969709905076,1,0,0,1,0,0,1,1,1,1,0,17,1,5,5,1,4,7252,30,9,2,2,4,2,2,43,12,11
47,2bd4866906c6922cac3548420e09c791ce275dcefc9c9b36ce04108b86adadd3,-0.9776486866986079,-0.049577090273494905,-0.04044184522919418,3.864345073512139e-16,3.2065829172330996e-14,0.17737387637513222,-0.3712235052523212,-0.2276208744208894,2.323415563539616e-17,-9.589057940064453e-16,-0.061321969709905076,1,0,0,0,0,0,1,1,1,1,1,60,4,2,5,1,4,7143,30,9,19,2,4,2,6,48,12,11
48,f7bdb72b855814f27fef38d8ca5113816193a18d60abd4b5672a71d6e11b4b7f,-0.23542289374911174,-0.049577090273494905,-0.04044184522919418,0.3255267050911377,0.15961382375563918,2.3458592363137586e-16,0.010405636475246718,0.0,-0.014342340120315112,-0.04874878482179917,-0.061321969709905076,1,0,0,0,0,0,1,1,1,0,0,17,4,5,5,1,3,4568,30,9,19,1,0,0,6,48,7,7
49,0d2a807a3ca7367640f13e08d9faca46308b14dfaf68652756f5e14655d5ea8d,-0.7659505046788476,-0.049577090273494905,-0.04044184522919418,-0.21833151469324613,3.2065829172330996e-14,-0.17478648304241043,-1.8711603905881045,0.0,-0.025017042822033365,-0.04879529662187365,-0.061321969709905076,1,0,0,1,0,0,1,1,1,1,0,17,4,5,5,1,0,6408,30,9,19,4,0,0,6,40,1,1
50,b356c002b4bfe5c3a4419806cdfe5f3fa7a50a4b8abb38042aa1add5d7961cab,-0.0687426293055588,-0.049577090273494905,-0.04044184522919418,0.10798341717738418,-0.6572021636986427,2.3458592363137586e-16,0.010405636475246718,0.0,-0.019694912763142666,-0.048772107044029046,-0.061321969709905076,1,0,0,0,0,0,0,1,0,1,1,17,2,5,5,1,3,4024,30,9,9,1,0,2,3,55,10,10
51,d7cd78925af3dc43805480a0538fd6dfc387dbab810be4bbade73a786065372d,2.5101002313416156,-0.049577090273494905,-0.04044184522919418,-0.21833151469324613,-0.4112759486616268,0.5295342357926749,2.0953393728554106,1.8973632128908056,-0.019694912763142666,-0.04874167072310799,-0.05918807001033615,1,0,0,0,0,0,0,0,1,0,0,60,1,2,5,1,5,2901,30,9,2,3,0,2,2,43,10,7
52,cf9c35a05bb829d2437d73d04bff2adb24ee0ecc4e6e4fad1a9e19815d857ce6,-0.9762240690537912,-0.049577090273494905,-0.04044184522919418,3.864345073512139e-16,3.2065829172330996e-14,-0.17478648304241043,-0.5712150899637589,0.0,-0.019694912763142666,-0.048772107044029046,-0.061321969709905076,1,0,0,1,0,0,1,1,1,1,0,17,4,5,5,1,4,7138,30,9,19,2,4,2,11,47,10,10
53,fce916eda8352976fde45d790bdc0898e6df1649d84ec73d1a4a348ddd039f9b,0.6578123695509537,-0.049577090273494905,-0.04044184522919418,-0.21833151469324613,-0.6965756600089628,2.3458592363137586e-16,0.010405636475246718,0.0,-0.019694912763142666,-0.048772107044029046,-0.061321969709905076,1,0,0,0,0,0,0,0,1,0,0,17,1,5,5,1,2,1836,30,9,2,0,0,2,2,43,10,10
54,a5feb3a3afbcee6634a01e238b32c96bc070ca5c5a45d0ff10fb29c3404df217,0.12101644098402438,-0.049577090273494905,-0.038780961108097825,-0.10955987073636936,3.2065829172330996e-14,-0.17478648304241043,0.1287554565262733,0.0,-0.019694912763142666,-0.048772107044029046,-0.061321969709905076,1,0,0,0,0,0,1,1,0,0,0,17,3,5,5,1,1,3455,30,9,16,1,0,2,12,3,10,10
55,5e0dc52277e30c08cf1f616ee753fabc986b8c29710250a04b4c990f12ef5c92,0.050070482272153244,-0.049577090273494905,-0.04044184522919418,-0.3271031586501229,-0.20470249066903135,0.17737387637513222,0.7287302106605866,0.0,-0.019694912763142666,-0.048772107044029046,-0.061321969709905076,1,0,0,0,0,0,0,0,1,1,0,60,2,2,2,3,1,3692,53,13,9,1,0,2,8,0,10,10
56,8bcb5b79a16e520a2856a177c7d392397dc308134ba8ce69d9573bf729f9796c,-0.4009634640768111,-0.049577090273494905,-0.04044184522919418,2.500959584228673,-0.4424470653086697,-0.17478648304241043,-0.6712108823194778,0.0,-0.019694912763142666,-0.048772107044029046,-0.061321969709905076,1,0,0,0,0,0,0,1,1,1,0,17,3,5,5,1,3,5145,30,9,16,0,0,1,4,69,10,10
57,ba804243794a6b5b94d0877d55c4aea72db7932c92a551ecd96515c6684064ce,0.01189072939106582,-0.049577090273494905,-0.04044184522919418,-0.3271031586501229,-0.08546208137949488,-0.17478648304241043,0.02875966417055439,0.0,-0.019694912763142666,-0.048772107044029046,-0.061321969709905076,1,0,0,0,0,0,1,1,0,1,1,60,2,2,5,1,1,3801,30,9,9,1,0,2,5,22,10,10
58,65ed01d715525139c8eba232100425a81d6f76ee4c7dcb9edbec999be82fa0ab,-0.5229107344731202,0.06084571058501169,-0.03795051904754965,2.7185028721424267,-0.42717259597364177,0.5295342357926749,1.3620368955801405,-0.2276208744208894,-0.019694912763142666,-0.047559117041443257,-0.044250772113353695,0,0,0,0,0,0,1,0,0,0,1,60,4,2,5,1,0,5570,30,9,19,4,0,0,1,63,10,8
59,cc829430552a38607ced5837df71617a8e461a3bec72e97f7cc411dde7e594a4,-0.8799199162641829,-0.049577090273494905,-0.04044184522919418,-1.741134530089521,-0.5044678399813124,-0.17478648304241043,0.5287386259491489,-0.2276208744208894,-0.019694912763142666,-0.048772107044029046,-0.061321969709905076,1,0,0,1,0,0,0,1,0,1,1,17,3,5,5,1,0,6803,30,9,16,2,1,1,12,51,10,10
60,20692c6153444e1ae5008d0df10a11cd28ac2815639964c7a9937121aa5efe2d,-0.23770228198081844,-0.049577090273494905,-0.04044184522919418,-0.21833151469324613,-0.6234697477130039,2.3458592363137586e-16,0.010405636475246718,0.0,-0.019694912763142666,-0.048772107044029046,-0.061321969709905076,1,0,0,0,0,0,1,1,0,0,1,17,2,5,5,1,3,4576,30,9,9,1,0,2,5,24,10,10
61,48154785fecbdbfad629758adcb2fd3231aaa8b874ef8e9cb3e94bd85941f9f8,-0.16191262327657058,-0.049577090273494905,-0.039611403168646,-0.3271031586501229,3.2065829172330996e-14,-0.17478648304241043,0.010405636475246718,0.0,-0.022567585683729508,-0.04878462385056645,-0.061321969709905076,1,0,0,0,0,0,0,0,0,1,0,17,3,5,5,1,3,4313,30,9,16,1,0,2,4,16,10,10
62,b788cced85dc8ad7f33df1b6d5871d3e30582eba82f4147423719d29b977d426,1.5296783681787687,-0.049577090273494905,-0.04044184522919418,-0.21833151469324613,-0.7688001535041903,2.3458592363137586e-16,0.010405636475246718,0.0,-0.019694912763142666,-0.048772107044029046,-0.061321969709905076,1,0,0,0,0,0,0,0,1,0,0,17,2,5,5,1,5,2901,30,9,9,1,0,2,8,0,10,10
63,d43c91cebbbd8cf2b305111f14ec83711c9eccc68e6c6c04b21532840f53dee7,2.1775944730414007,-0.049577090273494905,-0.04044184522919418,-0.3271031586501229,-0.5624859363353393,2.3458592363137586e-16,0.010405636475246718,0.0,-0.019694912763142666,-0.048772107044029046,-0.061321969709905076,1,0,0,0,0,0,0,0,1,0,0,60,2,2,5,1,5,2901,30,9,9,3,0,1,10,52,10,10
